,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
42,29.0,0.0,1.0,3.0,4.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,16124.0,3.0,1.0,0.0,14.0,3.0,2.0,80.0,2.0,9.0,2.0,2.0,7.0,7.0,1.0,7.0
43,27.0,0.0,4.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,2517.0,1.0,1.0,0.0,11.0,3.0,2.0,80.0,3.0,5.0,2.0,3.0,5.0,3.0,0.0,3.0
44,34.0,0.0,2.0,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,2932.0,0.0,0.0,1.0,14.0,3.0,1.0,80.0,3.0,6.0,3.0,3.0,5.0,0.0,1.0,2.0
45,27.0,0.0,6.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2187.0,0.0,1.0,0.0,12.0,3.0,3.0,80.0,2.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0
46,52.0,0.0,7.0,4.0,2.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,10445.0,7.0,1.0,0.0,19.0,3.0,4.0,80.0,0.0,18.0,4.0,3.0,8.0,6.0,4.0,0.0
47,33.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,4037.0,1.0,1.0,0.0,22.0,4.0,1.0,80.0,1.0,9.0,5.0,3.0,9.0,8.0,0.0,8.0
48,24.0,0.0,17.0,1.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,4377.0,1.0,1.0,0.0,15.0,3.0,2.0,80.0,2.0,5.0,6.0,3.0,4.0,2.0,3.0,2.0
49,50.0,0.0,2.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,17856.0,2.0,1.0,0.0,22.0,4.0,3.0,80.0,1.0,32.0,3.0,3.0,2.0,2.0,2.0,2.0
50,38.0,0.0,10.0,4.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,8740.0,0.0,0.0,1.0,14.0,3.0,2.0,80.0,2.0,9.0,2.0,3.0,8.0,7.0,2.0,7.0
51,37.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3920.0,2.0,1.0,0.0,14.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,3.0,1.0,0.0,2.0
52,26.0,0.0,10.0,3.0,3.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,4684.0,1.0,1.0,0.0,13.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0
53,36.0,0.0,6.0,3.0,2.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,3038.0,3.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0
54,24.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,4617.0,1.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0
55,41.0,0.0,9.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,8189.0,3.0,0.0,1.0,13.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,9.0,7.0,0.0,7.0
56,18.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1611.0,1.0,1.0,0.0,15.0,3.0,3.0,80.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
57,25.0,0.0,4.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,4256.0,1.0,1.0,0.0,12.0,3.0,1.0,80.0,0.0,5.0,1.0,4.0,5.0,2.0,0.0,3.0
58,38.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,5249.0,3.0,1.0,0.0,18.0,3.0,4.0,80.0,1.0,13.0,0.0,3.0,8.0,7.0,7.0,5.0
59,28.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,7655.0,0.0,1.0,0.0,17.0,3.0,2.0,80.0,3.0,10.0,3.0,2.0,9.0,7.0,1.0,7.0
60,20.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,3033.0,1.0,1.0,0.0,12.0,3.0,1.0,80.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
61,45.0,0.0,7.0,4.0,1.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,6434.0,4.0,1.0,0.0,17.0,3.0,4.0,80.0,1.0,9.0,1.0,3.0,3.0,2.0,0.0,2.0
62,41.0,0.0,5.0,3.0,2.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,6870.0,3.0,1.0,0.0,12.0,3.0,1.0,80.0,0.0,11.0,3.0,1.0,3.0,2.0,1.0,2.0
63,27.0,0.0,2.0,4.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2341.0,1.0,1.0,0.0,13.0,3.0,4.0,80.0,1.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0
64,33.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,2496.0,4.0,1.0,0.0,11.0,3.0,4.0,80.0,0.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0
65,21.0,0.0,5.0,1.0,3.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,3117.0,1.0,1.0,0.0,18.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
66,56.0,0.0,23.0,3.0,4.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,13402.0,4.0,0.0,1.0,12.0,3.0,1.0,80.0,1.0,33.0,0.0,3.0,19.0,16.0,15.0,9.0
67,40.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,2342.0,0.0,0.0,1.0,20.0,4.0,4.0,80.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0
68,31.0,0.0,9.0,4.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2657.0,0.0,0.0,1.0,16.0,3.0,4.0,80.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0
69,30.0,0.0,27.0,5.0,3.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,5304.0,7.0,1.0,0.0,23.0,4.0,4.0,80.0,1.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0
70,33.0,0.0,25.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,4320.0,1.0,1.0,0.0,13.0,3.0,4.0,80.0,0.0,5.0,2.0,3.0,5.0,3.0,0.0,2.0
71,27.0,0.0,23.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,3540.0,1.0,1.0,0.0,21.0,4.0,4.0,80.0,1.0,9.0,5.0,3.0,9.0,8.0,5.0,8.0
72,40.0,0.0,6.0,2.0,3.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,16437.0,1.0,0.0,1.0,21.0,4.0,4.0,80.0,0.0,21.0,2.0,3.0,21.0,7.0,7.0,7.0
73,41.0,0.0,10.0,4.0,2.0,0.0,1.0,2.0,5.0,4.0,1.0,0.0,0.0,19141.0,3.0,1.0,0.0,15.0,3.0,2.0,80.0,3.0,23.0,2.0,2.0,21.0,6.0,12.0,6.0
74,58.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,16291.0,4.0,1.0,0.0,22.0,4.0,4.0,80.0,1.0,37.0,0.0,2.0,16.0,9.0,14.0,14.0
75,37.0,0.0,25.0,2.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,5731.0,7.0,1.0,0.0,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0
76,40.0,0.0,4.0,4.0,3.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,10855.0,7.0,1.0,0.0,11.0,3.0,1.0,80.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0
77,30.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3748.0,1.0,1.0,0.0,13.0,3.0,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,1.0,7.0
78,46.0,0.0,5.0,4.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,5772.0,4.0,0.0,1.0,21.0,4.0,3.0,80.0,0.0,14.0,4.0,3.0,9.0,6.0,0.0,8.0
79,40.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,5677.0,3.0,1.0,0.0,14.0,3.0,3.0,80.0,1.0,15.0,4.0,3.0,11.0,8.0,5.0,10.0
80,29.0,0.0,20.0,1.0,4.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,3812.0,1.0,1.0,0.0,13.0,3.0,2.0,80.0,0.0,11.0,3.0,4.0,11.0,8.0,3.0,10.0
81,39.0,0.0,7.0,2.0,3.0,0.0,1.0,2.0,5.0,4.0,0.0,1.0,0.0,19272.0,1.0,1.0,0.0,15.0,3.0,1.0,80.0,1.0,21.0,2.0,3.0,21.0,9.0,13.0,3.0
82,43.0,0.0,27.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,10820.0,8.0,1.0,0.0,11.0,3.0,3.0,80.0,1.0,18.0,1.0,3.0,8.0,7.0,0.0,1.0
83,22.0,0.0,15.0,3.0,2.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,2871.0,1.0,1.0,0.0,15.0,3.0,3.0,80.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
84,44.0,0.0,28.0,3.0,4.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,13320.0,3.0,0.0,1.0,18.0,3.0,3.0,80.0,1.0,23.0,2.0,3.0,12.0,11.0,11.0,11.0
85,45.0,0.0,24.0,4.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2177.0,1.0,1.0,0.0,16.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,6.0,3.0,0.0,4.0
86,30.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,2083.0,1.0,1.0,0.0,20.0,4.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
87,55.0,0.0,14.0,4.0,3.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,18722.0,8.0,1.0,0.0,11.0,3.0,4.0,80.0,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0
88,34.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,9888.0,1.0,1.0,0.0,21.0,4.0,1.0,80.0,0.0,14.0,3.0,2.0,14.0,8.0,2.0,1.0
89,34.0,0.0,2.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4381.0,1.0,1.0,0.0,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,1.0,3.0
90,50.0,0.0,9.0,3.0,3.0,0.0,1.0,3.0,5.0,3.0,0.0,1.0,0.0,19331.0,4.0,0.0,1.0,16.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,1.0,0.0,0.0,0.0
91,50.0,0.0,24.0,3.0,4.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,13973.0,3.0,0.0,1.0,18.0,3.0,4.0,80.0,1.0,22.0,2.0,3.0,12.0,11.0,1.0,5.0
92,35.0,0.0,8.0,4.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,4323.0,1.0,1.0,0.0,17.0,3.0,2.0,80.0,0.0,6.0,2.0,1.0,5.0,4.0,1.0,4.0
93,48.0,0.0,2.0,5.0,2.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,4051.0,2.0,1.0,0.0,14.0,3.0,1.0,80.0,1.0,14.0,2.0,3.0,9.0,7.0,6.0,7.0
94,40.0,0.0,12.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,4448.0,2.0,1.0,0.0,12.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,7.0,4.0,7.0,7.0
95,26.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3955.0,1.0,1.0,0.0,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,5.0,3.0,1.0,3.0
96,36.0,0.0,5.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3419.0,9.0,0.0,1.0,14.0,3.0,4.0,80.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,0.0
97,32.0,0.0,9.0,4.0,1.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,6322.0,1.0,0.0,1.0,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0
98,40.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,6513.0,4.0,1.0,0.0,17.0,3.0,4.0,80.0,1.0,12.0,3.0,3.0,5.0,3.0,0.0,3.0
99,29.0,0.0,29.0,1.0,4.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,6384.0,8.0,1.0,0.0,17.0,3.0,4.0,80.0,2.0,11.0,3.0,3.0,7.0,0.0,1.0,6.0
100,54.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,17328.0,6.0,1.0,0.0,19.0,3.0,4.0,80.0,0.0,29.0,3.0,2.0,20.0,7.0,12.0,7.0
101,25.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,3424.0,7.0,1.0,0.0,13.0,3.0,3.0,80.0,0.0,6.0,3.0,2.0,4.0,3.0,0.0,1.0
102,37.0,0.0,10.0,4.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,4197.0,2.0,0.0,1.0,12.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0
103,30.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,6091.0,2.0,1.0,0.0,20.0,4.0,3.0,80.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0
104,35.0,0.0,3.0,4.0,4.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,7823.0,6.0,1.0,0.0,13.0,3.0,2.0,80.0,1.0,12.0,2.0,3.0,10.0,9.0,0.0,8.0
105,59.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,4.0,0.0,1.0,0.0,11904.0,3.0,0.0,1.0,14.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0
106,27.0,0.0,7.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,6811.0,8.0,1.0,0.0,19.0,3.0,1.0,80.0,0.0,9.0,2.0,1.0,7.0,6.0,0.0,7.0
107,37.0,0.0,10.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,6694.0,2.0,0.0,1.0,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0
108,29.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,4554.0,1.0,1.0,0.0,18.0,3.0,1.0,80.0,0.0,10.0,3.0,2.0,10.0,7.0,0.0,9.0
109,42.0,0.0,17.0,2.0,4.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,6545.0,3.0,0.0,1.0,13.0,3.0,3.0,80.0,0.0,10.0,1.0,3.0,3.0,2.0,0.0,2.0
110,41.0,0.0,6.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4721.0,2.0,0.0,1.0,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0
111,50.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0,17399.0,9.0,1.0,0.0,22.0,4.0,3.0,80.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,3.0
112,41.0,0.0,8.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,4393.0,5.0,1.0,0.0,21.0,4.0,3.0,80.0,1.0,14.0,3.0,3.0,5.0,4.0,1.0,4.0
113,50.0,0.0,8.0,4.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3875.0,7.0,1.0,0.0,15.0,3.0,4.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0
114,28.0,0.0,19.0,4.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3196.0,1.0,1.0,0.0,12.0,3.0,3.0,80.0,3.0,6.0,2.0,3.0,6.0,5.0,3.0,3.0
115,22.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2773.0,0.0,1.0,0.0,20.0,4.0,4.0,80.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
